https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2116379	"52.6258,-2.1918"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211638	"59.75,13.25"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211649	"67,20"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211652	"65,17.5"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211661	"63,14.666666666667"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2116681	"53.804222222222,-1.7590222222222"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q21167	"59.640280006134,17.072521250874"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211678	"52.5,1"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q21168	"57.097293156766,12.273330771498"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211684	"49.670277777778,-1.2647222222222"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211703	"52.8306,-6.9317"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211706	"45.7825,5.4594444444444"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2117322	"34.345611111111,134.12233333333"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2117331	"51.5864,0.6049"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2117355	"55.42222222,21.26666667"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2117387	"42.8761,-89.9361"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211764	"50.84305555555556,4.4255555555555555"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2117648	"52.36861111,4.89166667"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211778	"54.5,-3.1666666666667"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2118012	"4.655,131.952"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q21181	"55.564444444444,9.7597222222222"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211818	"48.191388888889,16.380833333333"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q2118480	"55.6925,12.1029"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211853	"44.0425,16.199166666667"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211866	"32.766666666667,22.633333333333"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211870	"55.85,-4.4333333333333"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q21187149	"54.345306,-7.634061"
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q211873	"55.5775,-5.2375"
