http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q56357070	"35.69166666666667,51.43416666666667"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q563588	"52.5058,13.5192"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q56362	"8,28"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5636712	"51.4279,0.0171"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637199	"51.4009,-0.1517"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637295	"51.4759,-0.11505"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637331	"7.5594444444444,-58.691111111111"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637340	"51.5478,-0.0547444"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637341	"51.5634,-0.0884"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637359	"51.5553,-0.0613889"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637363	"51.5455,-0.0555"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637368	"39.6275,-79.952222"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637378	"51.5305,-0.07931"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637643	"58.50944444,7.12305556"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637705	"53.1948,-1.64915"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637957	"52.704,-2.481"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5637990	"51.662,-0.17245"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5638342	"19.002055555555554,72.844"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5638699	"37.9603,-121.314"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5638758	"52.4242,-2.1191"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q56389812	"44.816666666667,20.466666666667"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5639091	"53.5717,-2.6092"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5639263	"51.7787,-0.033333"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5639401	"51.6037,0.08751"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q56407177	"60.833333333333,6.5"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5641156	"-27.60970556,-61.681475"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5641345	"53.3746,-2.3533"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5641493	"51.1971,-2.291"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5641511	"52.44357,-2.03697"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5641573	"52.1637,0.03548"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5641725	"51.5222,-0.0454"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5642211	"53.721937,-1.856917"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5642247	"53.7167,-1.81667"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5642260	"53.7244,-1.86056"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5642527	"53.2325,-3.1833333333333"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5642586	"52.434,-1.839"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5642615	"51.4479,0.159314"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q5642636	"51.5454,-0.17088"
http://34.240.58.30:8010/view_connections?entity=https://www.wikidata.org/entity/Q564277	"50.303055555556,7.9544444444444"
