Column 1	coordinate location
Q4337436	39.905,116.39138888889
Q4337445	54.782777777,32.045277777
Q4337446	54.78333333,32.06666667
	54.782777777778,32.045277777778
Q4337448	54.7833,32.05
	54.782777777778,32.045277777778
Q4337451	40.65,22.9
	40.633333333333,22.95
Q4337545	
Q43375724	
Q43375766	
Q43375881	-41.294653,146.116296
Q43376737	
Q433773	
Q43377754	
Q43379403	
Q43380	
Q43380156	
Q433804	
Q43382	50.371388888889,-4.1422222222222
Q433838	
Q43384742	
Q43386740	
Q43386769	
Q43387	41.678055555556,26.559444444444
Q43388	
Q43388249	
Q43388760	
Q433895	
Q433912	
Q43393	
Q43393537	
Q433940	
Q4339422	
Q4339441	55.710723,37.578179
Q4339444	
Q4339445	
Q4339446	
Q4339448	55.710723,37.578179
Q4339450	55.710723,37.578179
Q4339472	
Q4339507	53.3811,-1.4669
Q4339512	48.85655,2.3389
Q4339589	
Q4339605	52.954,-1.45
	52.96132,-1.44276
Q433973	
Q43399	
Q4339925	
Q43399591	
Q43399738	
Q434	
Q434006	
Q43401	24.795861,120.9847659
Q43401046	53.347,-6.237
Q43401395	
Q43404	
Q434058	
Q43407	36.4,118.4
Q434077	
Q434110	
Q43412	
Q434120	
Q4341307	
Q434131	
Q434147	
Q4341553	
Q43416	
Q434160	
Q434165	53.3851,-6.0591
Q434171	
Q434205	
Q43421	37.533333333333,-77.466666666667
Q434218	
Q434224	
Q434227	
Q43423	
Q4342308	
Q43423468	
Q434242	
Q4342422	
Q434267	
Q4342712	51.8817,0.8173
Q434281	
Q4342969	
Q4343	
Q434306	
Q434307	37.738,-121.563
Q43431094	
Q434319	37.738039,-121.563249
Q43432	
Q4343277	53.40759,-2.99205
Q43433	30.735277777778,76.791111111111
Q434355	28.661388888889,-81.391944444444
Q434356	
Q43436	
Q434367	
Q434371	
Q4343793	
Q4343933	
Q434403	
Q434425	
Q43444	
Q434441	
Q434445	
Q43444523	
Q43445	
Q43445087	
Q434453	
Q434464	
Q434466	
Q43448	-6,71.5
Q434488	
Q43450	
Q4345100	
Q434516	
Q43452	41.500277777778,2.1077777777778
Q434527	
Q434529	
Q43453	49.741388888889,13.3825
Q43455	
Q434550	
Q434553	
Q4345530	45.5,10.5
Q43456	
Q4345666	
Q4345733	
Q434575	
Q43457637	
Q4345786	
Q4345832	
Q4345906	-54.285238888889,-36.499061111111
Q4345944	55.72055556,37.62977778
Q43459871	
Q4346	53.516666666666666,12.683333333333334
Q434601	
Q43460564	
Q4346060	
Q434610	
Q43462131	
Q4346239	59.33296,18.074516
Q4346431	35.719583,139.773722
Q434667	
Q43467	16,102
Q434674	
Q43468	
Q4346814	35.72213889,139.76783333
Q434685	
Q4346852	
Q434687	
Q434689	
Q434694	
Q4346992	
Q43471	
Q4347124	
Q4347204	
Q434726	
Q4347264	
Q4347268	
Q43473	13.4125,103.86666666667
Q43475	52.916666666667,-1.4666666666667
Q43476	
Q43476838	
Q4347786	
Q4347908	
Q4348111	
Q434813	
Q434814	
Q43482	
Q434821	
Q43483	
Q434841	
Q4348620	
Q4348667	
Q4348880	
Q43489	
Q434900	
Q4349082	
Q434911	
Q434916	
Q434922	
Q4349341	
Q4349514	60.178805555555556,24.79425
Q434968	
Q434971	
Q434972	
Q4349727	
Q43499	
Q4349921	
Q434995	
Q43500467	
Q43501	
Q4350200	
Q4350217	
Q435029	
Q4350337	
Q435050	
Q435056	
Q435063	
Q4350667	
Q435069	
Q4350743	
Q4350768	
Q4350791	
Q43509	-2.19,-79.8875
Q435097	
Q4351061	59.93077,30.31327
Q435107	
Q435124	
Q43513	
Q4351312	
Q43514	
Q4351403	
Q435149	
Q4351500	58.0163,56.2345
Q435151	
Q435157	
Q4351610	
Q43516519	
Q435177	
Q43518	
Q435182	
Q4351853	
Q4351859	
Q4351893	
Q4351921	
Q4351930	
Q4351968	
Q435198	
Q4351996	51.4996,-0.1343
Q4352055	
Q43522	
Q4352290	
Q4352296	
Q43523	
Q4352362	
Q4352382	38.8968,-77.0194
Q4352402	
Q4352441	
Q4352444	
Q4352447	
Q435247	
Q4352757	
Q435278	
Q4352826	
Q4352893	
Q435290	
Q435295	49.3875,11.356944444444
Q435296	
Q4352963	
Q4352982	
Q4353019	
Q435304	
Q435306	
Q435312	
Q435317	
Q4353208	
Q4353230	
Q4353251	
Q43533	
Q435341	
Q43534190	
Q4353475	
Q4353479	
Q4353595	
Q4353596	
Q4353669	
Q435367	
Q4353730	
Q4353782	
Q4353793	
Q4353823	
Q4353824	
Q4354109	
Q4354115	
Q4354134	
Q4354137	
Q435415	
Q4354150	
Q4354168	
Q4354177	
Q435421	
Q43542408	
Q435426	
Q4354281	
Q4354336	
Q4354400	50.342,-3.997
Q4354421	
Q4354496	
Q4354548	
Q4354553	61.194,7.054
Q4354580	61.1192,7.40924806
Q4354609	
Q4354680	
Q4354683	
Q4354699	42.3619,-71.0905
Q43549106	59.325319444444,18.071338888889
Q4354969	
Q4354978	
Q435501	
Q4355011	4.6366388888889,-74.078583333333
	4.5988888888889,-74.080833333333
Q4355015	
Q43550151	
Q4355035	
Q435509	
Q4355131	
Q4355132	
Q435523	
Q4355332	
Q435537	
Q435547	
Q4355510	
Q4355609	
Q4355632	
Q435572	51.605833333333,-1.2408333333333
Q4355722	
Q435583	47.056806,7.920113
Q4355964	
Q4355968	
Q435597	
Q4356	53.583333,9.7
Q435600	
Q4356044	
Q435605	-7.2566666666667,108.07694444444
Q4356073	
Q4356165	
Q4356188	
Q4356303	
Q4356327	33.92055556,-118.53277778
Q4356518	
Q4356607	
Q435665	
Q4356652	
Q4356655	40.760833,-73.976111
Q4356667	
Q4356678	
Q4356744	
Q4356748	
Q435677	
Q4356873	59.3636,17.95
Q4356929	
Q4356938	
Q435696	
Q4356999	59.36,17.9136
Q4357001	59.3442,17.9417
Q4357004	59.3272,17.9778
Q4357013	59.3336,17.9172
Q4357016	59.3519,17.9633
Q4357058	
Q4357101	
Q435716	
Q4357164	
Q435718	
Q4357241	
Q435725	
Q435744	
Q43575461	
Q43576	
Q4357622	59.3231,17.9397
Q4357636	59.33,17.9389
Q43577	
Q4357707	59.3197,17.9664
Q4357717	59.3322,17.9658
Q4357816	
Q4357899	
Q435791	
Q4358034	
Q4358056	
Q4358070	
Q43580958	
Q435810	
Q4358120	
Q435816	
Q4358176	
Q4358364	51.4785,0.0068
Q435920	
Q4359230	
Q4359236	
Q4359241	
Q4359289	
Q4359408	41.047285,-73.702126
Q435964	
Q435971	
Q435989	
Q435997	
Q4360	
Q43600	
Q436002	
Q436016	
Q436026	48.1387,11.5791
Q4360916	52.01008,4.71124
Q436097	
Q4360984	
Q436139	
Q436146	
Q436150	
Q4361525	
Q43616	
Q436187	
Q43619	
Q436224	
Q436240	
Q4362456	
Q4362574	
Q4362590	
Q43627	
Q4362992	
Q4363067	
Q43631	52.154444444444,4.4947222222222
Q4363133	
Q436320	
Q4363211	
Q43632202	
Q4363262	
Q4363363	
Q436340	
Q43637	
Q43639983	
Q4364005	
Q4364339	
Q436435	
Q43648	
Q436487	
Q4364900	
Q43650819	
Q43650835	
Q4365184	
Q4365210	
Q4365277	
Q43653	
Q4365460	46.03361111,63.02888889
Q43655709	
Q4365599	
Q43656	
Q436594	
Q43663	
Q436638	
Q436659	
Q436664	
Q43667189	
Q43668	38.25611111111111,-85.75138888888888
Q436682	
Q4366834	
Q436687	
Q43669	
Q436693	
Q436704	
Q436726	
Q4367464	
Q43674688	56.457333,-2.966833
Q436748	
Q43675	
Q436753	
Q43675388	
Q436769	
Q436775	
Q436784	
Q436803	
Q4368198	
Q43684	33.9,113.5
Q436844	
Q4368508	
Q4368509	
Q436867	
Q436873	
Q436876	
Q43689	
Q43689052	
Q436894	
Q436905	
Q43691881	
Q4369513	
Q43697	
Q436976	
Q436994	
Q437	46.05,14.516666666667
Q43702	
Q4370225	
Q4370258	
Q4370308	
Q43706	
Q437074	
Q437075	
Q437099	
Q437100	
Q4371180	
Q4371259	
Q437127	
Q437128	
Q4371553	33.56805556,46.81388889
Q437157	
Q43716070	
Q437164	
Q437167	
Q43718	
Q437184	
Q43720	
Q437206	
Q4372150	
Q4372167	
Q4372298	
Q437233	
Q437262	
Q43727	
Q437295	
Q4373	50.078333333333,14.319444444444
Q4373046	
Q43730466	
Q437310	
Q4373254	
Q4373292	
Q4373371	52.883333333333,-8.35
Q4373390	
Q43734	
Q437352	
Q437356	
Q4373746	
Q4373876	
Q43739	
Q437391	
Q43741	
Q43742	
