Column 1	coordinate location
Q528309	
Q52831935	
Q5283283	
Q5283358	
Q5283387	
Q5283422	
Q5283428	
Q5283513	
Q5283531	
Q5283631	
Q5283634	
Q52836581	
Q5283734	41.506,-81.6086
Q5283799	50.08511,14.42205
Q5283817	
Q5283850	
Q5283865	
Q5283892	51.506,-0.3783
Q5283899	
Q5284	
Q5284036	
Q5284052	
Q5284169	
Q528428	
Q528432	5.9333333333333,10.166666666667
Q5284418	
Q5284471	53.379805555556,-1.4753888888889
Q52846	
Q528460	
Q5284649	
Q5284668	51.8722,5.8789
Q52847	
Q528493	
Q5284947	35.106,-89.9176
Q5284974	
Q5284986	
Q5285000	41.32,-72.93
Q528546	37.5702,22.8057
Q52855	
Q528576	
Q5285803	
Q528584	53.203889,5.793611
Q528595	56.601111111111,-5.0058333333333
Q5286076	
Q528626	40.3342,-75.9467
Q528631	
Q528639	
Q528648	
Q528652	
Q528663	
Q5286956	
Q5287	
Q52870	47.245555555556,4.9727777777778
Q5287024	
Q5287207	
Q5287232	
Q5287357	
Q5287396	
Q5287398	
Q5287400	
Q5287401	
Q5287482	
Q5287488	
Q5287489	
Q5287492	
Q5287493	
Q5287501	
Q5287507	
Q5287516	
Q528753	
Q5287530	
Q5287554	
Q5287661	
Q5287690	
Q5287721	
Q5287779	53.219,-0.654
Q5287861	
Q5287926	
Q528802	
Q5288048	37.8721,-122.259
Q528807	
Q5288105	
Q5288119	
Q5288121	
Q5288312	
Q528836	
Q5288583	
Q5288637	
Q5288642	
Q5288837	51.5083,-0.07097
Q5288847	
Q52888910	50.0845322,14.4181697
Q5288904	50.2172,-5.2804
Q5288985	
Q5288988	52.6219,-3.99389
Q528918	
Q52892	51.84034,16.57494
Q5289278	51.5717,-0.2361
Q5289366	
Q5289445	
Q528949	
Q52895	51.65,17.7
Q5289571	
Q5289588	30.2857,-97.7292
Q5289654	51.4863,-0.136429
Q5289850	47.200735,4.958385
Q5289853	
Q52899051	
Q528994	40.73833333333333,-73.61305555555556
Q529	
Q5290	
Q529001	
Q5290019	51.5037,-0.1183
Q5290079	
Q5290131	
Q529028	
Q52905107	
Q5290637	
Q5290699	
Q529094	
Q5290957	
Q5291103	
Q52912	
Q5291382	45.4456,9.1744
Q5291409	
Q529147	16.281111,-88.965
Q5291480	
Q5291574	
Q529165	42.488888888889,-83.142777777778
Q5291754	
Q5291784	53.3371,-6.25456
Q5291798	36.1257,-80.2829
Q5291891	
Q52919	
Q5291958	
Q5292	
Q529203	
Q5292030	
Q529211	
Q529213	
Q5292214	
Q5292305	
Q52924	
Q5292418	
Q52925	
Q52926	
Q5292636	
Q52927	
Q5292764	
Q5292782	
Q52928	
Q5292840	
Q529285	52.1528,9.95139
Q52929	
Q5292962	
Q529297	
Q52929900	
Q5293	
Q52930	
Q52931	
Q5293121	
Q52932	
Q5293299	
Q5293322	
Q5293335	53.4893,-1.29929
Q52934	
Q52935	
Q5293547	
Q5293566	
Q52936	
Q5293602	
Q529366	
Q52937	
Q52938	
Q52939	
Q5293903	
Q5293929	
Q5293955	
Q5293956	
Q5293977	
Q529399	
Q5294	
Q52940	
Q529402	48.855,1.4394444444444
Q5294031	
Q529409	47.9,11.183333333333
Q5294188	
Q5294192	
Q5294226	
Q5294237	
Q52943	
Q5294350	
Q5294420	
Q5294476	
Q5294575	
Q5294592	
Q52946	
Q5294625	
Q5294646	
Q52947181	
Q5294736	
Q5294816	
Q5294889	
Q5294914	
Q52949238	
Q5295	
Q5295081	
Q529514	
Q5295178	
Q5295200	
Q5295304	
Q529531	
Q5295353	
Q5295360	
Q5295362	
Q52954	
Q5295496	
Q5295515	53.52027778,-1.09666667
Q5295523	
Q5295531	
Q5295601	
Q5295620	
Q5295637	
Q529564	
Q5295642	54.5967,-5.93
Q5295659	36.1667,-86.6667
Q5295669	
Q5295726	
Q529591	
Q5295919	
Q529605	51.30833333,9.5
Q529608	
Q5296110	
Q52962	44.216666666667,11.766666666667
Q529623	
Q5296262	
Q5296333	
Q5296522	
Q5296705	
Q5296713	
Q529688	
Q52969	
Q5297	
Q52970	
Q5297155	30.361,77.992
Q5297202	
Q529721	
Q5297385	
Q5297388	
Q5297392	
Q5297408	
Q5297422	
Q5297435	
Q52975	44.25,12.366666666667
Q529759	
Q5297612	51.507222222222225,-0.1525
Q5297623	50.709,-2.437
Q5297646	53.324,-1.526
Q5297667	
Q5297689	
Q5297699	
Q5297703	
Q5297884	
Q529791	
Q5297950	
Q529798	
Q529802	
Q5298065	
Q52981	
Q5298118	
Q5298135	
Q529819	
Q5298190	
Q5298234	
Q529826	
Q5298285	
Q5298302	
Q5298312	
Q5298314	
Q5298316	
Q5298377	
Q5298385	
Q5298409	
Q5298461	
Q5298478	
Q529849	
Q529853	51.212777777778,11.769722222222
Q5298554	
Q529858	
Q5298588	
Q52986	
Q5298609	
Q5298660	
Q5298744	
Q529880	46.979166666667,5.6219444444444
Q5298834	
Q5298839	50.7161,-2.44056
Q5298855	50.714414388889,-2.4450041944444
Q5299020	51.8196,-1.01564
Q5299210	39.773888888889,-75.571944444444
Q529928	51.866666666667,10.683333333333
Q529938	
Q5299383	
Q5299500	
Q5299676	
Q5299696	
Q52997	
Q5299795	
Q52998	43.8849,-79.4304
Q529987	
Q52999	44.06,-79.45
Q5299915	
Q5299969	
Q5300	
Q530008	
Q53001	
Q5300150	
Q53001749	
Q53002	
Q53004	
Q5300544	
Q53006	
Q5300853	
Q5300898	
Q53009	
Q5300968	
Q530099	
Q5301	
Q53011	
Q5301117	51.5233,-0.116667
Q5301172	
Q5301207	
Q530124	
Q5301290	
Q5301353	53.454,-3.256
Q5301543	
Q5301580	54.14305556,-4.46666667
Q5301583	54.14305556,-4.465
Q5301604	
Q5301661	
Q5301677	
Q5301690	
Q53017426	
Q5301770	
Q53018	
Q530187	
Q530208	49.7558,6.64306
Q5302420	55.9184,-3.23683
Q5302426	53.066666666667,-1.7833333333333
Q5302441	
Q5302478	51.127222222222,1.3066666666667
Q5302509	51.125,1.3132
Q5302511	51.126389,1.306667
	51.1262,1.30512
Q5302523	51.508888888889,-0.14277777777778
Q53026	
Q5302600	
Q5302681	
Q5302683	51.511,-0.089
Q5302695	51.760277777778,-3.3527777777778
Q5302780	
Q53028786	
Q530289	
Q5302937	
Q5302940	
Q530296	55.583333333333,-3.8333333333333
Q5303156	
Q530319	
Q5303195	53.2979,-3.26966
Q5303203	52.203,0.122
Q5303322	52.3678,-2.8164
Q5303341	38.9025,-77.0329
Q53033847	
Q5303477	
Q530362	
Q5303621	
Q5303693	54.864,-1.435
Q5303830	
Q530397	
Q5303985	18.979472,72.834806
Q53040	
Q530410	
Q53041175	
Q5304319	
Q5304351	
Q53045	
Q530454	60.095,-166.21111111111
Q530471	
Q530472	39.716666666667,-75.783333333333
Q5304807	
Q5304976	
Q53050	
Q5305197	51.3484,-0.320926
Q530523	
Q5305299	
Q5305406	
Q5305488	45.25,18.31666667
	45.254,18.314
Q5305629	41.601111111111,-93.652222222222
Q5305636	
Q5305665	50.515,-4.225
Q5305697	
Q5305701	
Q5305702	
Q5305703	
Q5305704	
Q5305705	
Q5305706	
Q5305707	
Q5305708	
Q5305709	
Q5305710	
Q5305711	
Q5305712	
Q5305713	
Q5305714	
Q5305716	
Q5305717	
Q5305719	
Q5305720	
Q5305727	
Q5305730	
Q5305735	
Q5305765	
Q5305835	
Q5305837	
Q5305875	
Q5305881	
Q5305951	
Q53060	
Q530600	
Q53061	
Q5306102	
Q5306118	52.4097,-0.585728
Q5306122	52.6095,-1.7135
Q530622	
Q5306359	
Q530639	
Q5306433	
Q5306478	
Q530670	
Q53068	
Q5306907	56.0059,-2.78735
Q5306909	
Q5307230	
Q5307325	
Q5307335	
Q530736	52.06,-1.623
Q5307512	54.37888888888889,-3.441388888888889
Q5307535	
Q5307555	
Q5307556	
Q530758	
Q530761	
Q5307622	
Q5307683	53.9402,-1.11688
Q5307704	
Q5307737	
Q5307753	
Q530780	48.1,11.4
Q5307831	
Q53079	27.302222222222,-102.04472222222
Q5307967	
Q5307989	
Q5307990	
Q5308178	
Q5308187	
Q5308193	
Q53082006	
Q5308287	
Q5308327	
Q5308376	
Q5308431	
Q530845	
Q5308605	
Q5308606	
Q530863	
Q530875	
Q5308792	
Q5308817	
Q530885	51.517,-2.548
Q5308899	
Q5309	
Q5309034	
Q5309043	
Q530906	31.77778,35.22709
Q5309073	50.3699,-4.1451
Q5309115	
Q530914	
Q5309183	56.9167,-2.35
Q530921	
Q5309218	56.3409,-3.87055
Q530923	
Q5309249	
Q5309261	57.4841,-3.0337
Q530930	52.5172,13.3969
Q530936	
Q5309392	51.5131,-0.1173
Q5309395	
Q5309396	
Q53094	
Q5309407	
Q530957	
Q5309573	
Q530960	
Q5309665	
Q5309674	43.1526,-77.5803
Q530989	
Q5310255	
Q531030	50.870833,1.583611
Q531032	52.4672,13.2614
Q5310646	
Q531067	
Q5310749	
Q5310835	
Q5310949	
Q531099	
Q5310991	
Q5311009	54.595,-5.915
Q5311011	
Q5311013	
Q5311024	
Q531109	
Q5311299	51.5122,-0.12
Q5311326	
Q5311479	
Q531150	
Q53115669	
Q5311573	
Q531161	
Q5311657	
Q5311659	52.4891,-1.8826
Q5311678	
Q5311750	56.4642622502441,-2.98411068497887
Q5311787	
Q5311832	52.5146,-2.07963
Q5311834	52.515,-2.083
Q5311890	52.5135,-2.0765
Q5311925	52.5117,-2.08613
Q5311930	
Q531194	
Q531202	
Q5312027	52.513938888889,-2.0771333333333
Q5312037	52.5146,-2.0747
Q53121	
Q531218	43.767519,11.259413
Q531234	
Q5312456	
Q5312472	
Q5312529	
Q5312719	54.049056,-2.796589
Q531273	
Q5312872	51.515,-0.151667
Q5312898	36.00310439020084,-78.93835587258353
Q531290	
Q5312904	
Q5312958	
Q53130	45.683333,13.4
Q5313049	
Q531306	
Q5313107	
Q531311	50.5491,-3.4948
Q5313137	51.4906,-0.1589
Q5313150	
Q5313189	
Q5313313	
Q5313317	
Q531348	
Q5313557	51.45,-0.0833333
Q531363	
Q531372	
Q5313789	55.071,-3.611
Q5313932	
Q5314	
Q5314055	56.7035683,-4.1078159
Q53140604	
Q5314061	-42.886388888889,147.81083333333
Q531410	
Q531414	
Q531422	
Q531426	
Q5314293	
Q5314344	
Q5314379	
Q5314380	
Q531444	51.532778,-0.106111
Q5314478	
Q531461	
