Column1	coordinatelocation
Q791658	
Q79166	
Q791661	
Q7916898	51.475,-0.109
Q79171	
Q7917237	
Q7917262	51.510339,-0.122488
Q7917276	32.807194444444,-90.041805555556
Q7917286	
Q79173	
Q7917325	51.5381,-0.1493
Q79174	
Q7917448	
Q791760	
Q7917816	
Q7918	42.5,25
Q79180	
Q791811	53.011847222222,-4.1024611111111
Q79182	57.274027777778,-5.5161111111111
Q7918302	
Q7918429	
Q7918431	
Q79186	
Q7918620	
Q7918899	39.3817,22.745
Q7919258	
Q7919264	
Q7919313	
Q7919349	
Q79195	
Q791955	
Q7919720	
Q7919731	
Q7919815	
Q792	13.668889,-88.866111
Q79202	
Q7920207	
Q7920256	
Q7920452	
Q7920599	
Q7920622	
Q7920629	
Q7920648	
Q7920749	
Q7920779	
Q7920782	
Q7920802	
Q7920842	
Q79209169	
Q7921	
Q7921180	
Q7921280	
Q79218	
Q7921893	
Q7921928	
Q7922	
Q79220	55.907861111111,12.696611111111
Q7922022	
Q792212	
Q7922121	
Q7922290	
Q7922318	27.6495,-80.3659
Q7922454	
Q792251	
Q7922530	
Q79226802	
Q7922826	
Q792283	
Q792296	
Q7923069	
Q7923378	
Q7923379	
Q7923463	
Q7923504	
Q7923505	51.584088,-0.012792
Q7923506	
Q79236648	
Q792369	
Q792453	
Q7924717	
Q7924781	
Q7924984	
Q7925	
Q7925010	
Q7925025	
Q7925092	
Q7925338	
Q7925348	
Q7925509	
Q792567	
Q7925688	
Q7925954	
Q792596	50.783333,-3
Q7926081	
Q7926092	
Q7926177	
Q7926211	
Q7926277	
Q7926329	
Q7926347	
Q792635	
Q7926351	
Q7926362	
Q7926371	
Q7926395	
Q7926455	
Q7926456	
Q7926510	51.5913,-2.97577
Q7926563	51.3826,-2.3586
Q7926597	-27.472476,153.021022
Q7926602	53.48482,-2.245915
Q7926647	49.1856,-2.0966
Q7926695	51.508,-0.1224
Q7926736	
Q7926782	12.963389,77.573819
Q7926797	22.574805555555557,88.37289444444444
Q7926830	52.4835,-1.89333
Q7926863	
Q7926870	46.7027,-89.2269
Q7926872	51.5304,-0.095
Q7926875	
Q7926899	51.4968,-0.14325
Q7926917	53.4569,-2.21694
Q7926957	53.2973,-3.723
Q7926975	
Q7926991	
Q7926997	
Q7927021	
Q7927058	
Q7927059	
Q7927081	37.765,-122.419
Q7927085	53.721,-1.862
Q7927102	53.402,-2.946
Q7927125	54.8846,-1.50251
Q7927150	52.4844,-1.9111
Q7927185	-37.80932,144.97631
Q7927224	
Q7927285	
Q792732	
Q7927347	
Q792736	
Q7927569	
Q7927599	
Q7927636	
Q7927728	
Q7927756	
Q7927899	
Q7927903	
Q7927908	
Q7928045	
Q792819	35.44,139.43083333333
Q79282	34.544166666667,-91.9675
Q7928326	
Q7928345	
Q7928358	
Q7928722	
Q7928795	
Q7928941	
Q7928960	
Q7929	
Q7929478	
Q7929771	
Q793	52.516666666667,6.1
Q7930431	
Q79305100	
Q7930536	48.8742,2.2523
Q793055	
Q793057	51.3033,0.4796
Q7930645	
Q793081	
Q7930888	
Q7930989	
Q7931103	51.508,-0.1238
Q7931385	
Q7931630	
Q7931687	
Q7931700	
Q7931713	
Q7931728	
Q7931745	
Q793195	51.834338888889,-0.26708888888889
Q793196	
Q7931989	
Q7932008	
Q7932023	
Q7932143	
Q7932220	
Q7932225	
Q7932250	
Q7932380	
Q7932381	51.5094,-0.13729
Q79323854	
Q79324274	
Q7932459	
Q793283	55.461053,-4.635836
Q7932871	
Q7932996	
Q7933044	
Q7933225	
Q7933248	
Q7933280	
Q7933294	
Q7933385	
Q7933462	-90,-139.26666666667
Q7933537	
Q79336573	55.87587,-4.36166
Q793366	
Q793377	39.601111111111,26.404722222222
Q793396	50.4733,5.6739
Q7933978	
Q7934008	
Q793430	40.7635,-73.9742
Q7934413	
Q7934532	37.4158,-79.1197
Q7934655	37.5392,-77.4344
Q7934664	
Q7934709	
Q7934756	
Q7934812	
Q7935015	
Q7935255	
Q7935562	
Q7935709	
Q7935719	
Q7935739	
Q793575	
Q7935773	
Q7935776	
Q7935779	
Q7935784	
Q7935833	
Q793585	
Q7935856	
Q7935890	
Q7935996	24.6103,85.0092
Q7936087	
Q7936131	
Q7936175	
Q7936276	
Q7936278	
Q7936279	
Q793632	
Q7936418	
Q7936632	
Q7936706	
Q7936762	
Q7937039	
Q7937047	
Q7937337	
Q7937418	
Q79375	
Q7937526	
Q7937559	
Q7937571	
Q7937652	
Q7937661	
Q7937698	
Q7937758	
Q7937845	
Q7937853	
Q7937855	
Q7938230	
Q7939	
Q793909	43.061667,12.618056
Q793914	
Q7939235	
Q7939279	
Q7939425	
Q79395074	31.7044,35.20669
Q7939609	
Q7939667	
Q7939772	
Q7939799	
Q793985	
Q7939895	
Q794	32,53
Q794007	
Q7940086	
Q7940324	
Q7940348	
Q7940504	
Q79407	
Q7940752	
Q7940852	
Q7940855	
Q7940930	
Q7940945	
Q7940971	
Q7940973	
Q7941026	
Q7941307	
Q7941340	
Q794138	
Q7941437	
Q7941618	50.057,4.98
Q79416466	
Q794166	
Q7941951	
Q794197	
Q7942	
Q7942030	
Q79423884	
Q7942406	
Q7942454	
Q7942457	-36.8417,174.763
Q7942749	
Q794286	
Q794306	
Q7943312	
Q794339	
Q7943495	
Q7943498	
Q794351	41.125,29.105555555556
Q794362	
Q7943726	
Q794394	
Q794396	34.130555555556,-117.90694444444
Q7944	
Q7944073	
Q7944112	
Q794439	
Q794514	
Q7945144	
Q7945192	
Q7945201	
Q7945272	
Q7945301	
Q7945311	
Q7945315	
Q794536	
Q7945469	
Q7945492	
Q7945510	
Q7945540	
Q7945549	
Q7945552	
Q7945581	
Q7945588	
Q7945622	
Q794563	
Q7945630	
Q7945637	
Q7945642	
Q7945657	
Q7945709	
Q7945723	
Q7945730	
Q794575	
Q7945798	
Q7945805	
Q7945810	
Q7945813	
Q7945845	
Q7945871	
Q7945912	
Q794595	
Q7945972	
Q7946	
Q79460	
Q7946001	
Q7946038	
Q794605	
Q7946235	
Q7946236	
Q7946238	
Q7946244	
Q79463	34.732222222222,-112.01861111111
Q7947	59.716666666667,30.416666666667
Q7947598	
Q79476215	
Q79480	31.0925,-88.244166666667
Q794802	-42.8311,171.5608
Q79480973	
Q794813	-10.683333333333,35.65
Q7948250	
Q794827	
Q794834	51.555556,-0.279722
Q794838	
Q794844	
Q79484455	
Q79484492	
Q794854	
Q794865	
Q7948675	
Q79486835	
Q794876	45.434722222222,12.343333333333
Q794891	52.343417,4.854192
Q7949	
Q794912	
Q79496	31.518075,-87.327543
Q79496108	
Q79497	36.329444444444,-94.141388888889
Q79497071	
Q794972	
Q79497835	
Q79498845	
Q795077	47.18971111,-70.13671944
Q79509036	
Q795107	55.716111111111,37.516666666667
Q795123	
Q7951237	32.21361111,35.28194444
Q795127	
Q795160	
Q795172	
Q7952	45.05,41.983333333333
Q795228	-35.300368,149.136786
Q795231	
Q795233	
Q795238	
Q795240	
Q7952573	39.12425,-84.52163889
Q795264	
Q795271	
Q795275	
Q795287	
Q79529	
Q795295	
Q7953	
Q795306	
Q7953217	
Q795322	51.50805555555556,-0.12472222222222222
Q795324	
Q795330	
Q795345	33.735555555556,-84.389444444444
Q795363	
Q795376	
Q795396	41.02861,-74.23694
Q795422	
Q795427	44,-80
Q795477	
Q7954909	
Q7955	
Q795508	
Q795524	52.5831,13.3111
Q795527	
Q7955446	
Q795546	
Q795551	
Q795555	
Q795563	
Q795578	
Q795579	
Q795585	
Q795588	
Q795598	
Q795600	51.5192,-0.1427
Q795613	51.5099,-0.2263
Q7956141	
Q795615	50.054444444444,2.6888888888889
Q795619	
Q795630	
Q79565	60.4914,-164.826
Q79567071	
Q795678	51.502972222222,-0.11480833333333
Q795680	
Q795691	51.5031,-0.1132
Q795752	
Q79576	
Q7958	
Q79580	33.206666666667,-87.534722222222
Q795814	27.18,80.03
Q7958453	
Q7958456	
Q7958457	
Q7958480	
Q7958484	
Q7958518	
Q7958574	52.3822,4.63917
Q7958601	42.3278,-71.2272
Q795863	49.963055555556,3.1480555555556
Q795901	
Q7959154	50.5151,-4.8344
Q7959325	53.4187,-1.4987
Q795933	
Q7959363	
Q7959455	
Q7959644	
Q7959656	
Q7959671	
Q7959809	
Q795981	
Q7959849	-33.7183,151.119
	-33.70666666666667,151.1177778
Q795985	
Q796	33,43
Q7960021	
Q7960024	21.271666666667,-157.82138888889
Q7960126	
Q7960166	51.7055,-0.8931
Q7960549	
Q7960617	
Q796078	
Q7960930	
Q7960933	36.0902,-80.2686
Q7960987	
Q7960999	
Q7961068	42.503056,-71.066389
Q7961305	52.313983333333,1.6669111111111
Q7961306	54.993,-1.728
Q7961309	
Q7961319	-30.948333333333334,151.4011111
Q7961332	51.392,-2.3558
Q796140	
Q7961417	
Q7961502	51.19,1.26
Q7961536	
Q7961607	
Q7961673	
Q796174	
Q7961799	
Q7961801	
Q7961860	
Q7961900	50.7608,-1.5307
Q796194	
Q796207	
Q7962089	
Q7962170	
Q7962191	54.978,-1.55
Q7962224	
Q7962278	53.9574,-1.07464
Q7962344	
Q7962355	54.984,-1.559
Q7962400	18.9476,72.796
Q7962412	
Q7962470	
Q7962668	
Q7962743	
Q7962817	
Q796282	
Q7962959	
Q7962962	
Q7963015	
Q796303	
Q7963054	-33.406666666666666,150.0677778
Q796306	
Q7963098	
Q7963113	55.152,-1.957
Q7963120	
Q7963123	
Q7963143	
Q79632	34.36,-91.794166666667
Q7963345	
Q7963451	
Q7963493	
Q7963517	
Q7963534	51.2135,1.40296
Q7963537	53.6166,-2.3
Q796364	
Q7963680	39.948333,-75.155556
Q7963734	
Q7963761	
Q79638	64.843611111111,-147.72305555556
Q7963845	
Q796411	
Q7964118	
Q7964140	
Q796416	
Q7964171	
Q7964197	
Q7964291	
Q7964305	
Q7964332	
Q7964386	
Q7964430	
Q7964493	
Q7964535	
Q7964603	
Q7964613	
Q7964763	
Q7964835	
Q7964847	
Q7964877	
Q7964924	
Q7964931	
Q7964936	
Q7964960	
Q7964961	
Q7964971	
Q7964977	
Q7964992	
Q7965000	
Q7965004	
Q7965008	
Q7965025	
Q7965070	
Q7965099	
Q7965104	
Q7965135	
Q7965159	
Q7965175	
Q7965181	
Q7965192	
Q7965299	
Q7965356	
Q7965416	
Q796550	
Q7965531	
Q7965675	
Q7965690	
Q7965733	
Q796574	
Q7965753	
Q7965792	
Q7965802	
Q7965857	
Q7965858	
Q7965878	
Q7966022	
Q796606	
Q7966157	
Q7966183	
Q7966208	
Q7966226	
Q796625	53.366,-1.816
Q7966269	
Q7966280	
Q796635	
Q7966364	
Q7966394	
Q7966424	
Q7966425	
Q7966431	
Q7966487	-37.798,144.956
Q7966500	
Q7966505	
Q7966606	
Q7966705	52.179,-1.58462
Q7966711	51.28,-0.247
Q7966727	51.4603,-2.82471
Q7966751	52.1688,-1.58487
Q7966778	
Q7966784	51.7586,-1.26417
Q7966841	
Q7966874	54.55763,-1.648966
Q7966887	
Q7966913	2.14424,27.9929
Q7967187	
Q796719	
Q7967264	
Q7967303	51.45,-0.1695
Q7967311	
Q7967317	
Q796754	
Q796758	
Q796760	
Q7967653	
Q7967661	
Q7967814	-43.0353,170.43
	-43.174,170.624
Q7967874	-33.065,151.5677778
Q7968067	
Q7968086	52.5683,-0.38954
Q7968099	51.5582,0.0281
Q7968138	
Q7968286	53.3971,-2.9874
Q7968287	51.5067,-0.0525
Q7968289	53.399722222222,-2.9697222222222
Q7968370	
Q7968371	
Q7968389	
Q7968406	
Q7968412	
Q7968572	
Q7968600	
Q79687	35.773611111111,-91.641388888889
Q7968708	
Q7968855	
Q7968906	
Q7968927	
Q796897	
Q796898	
Q7969088	
Q79691	33.621623,-86.596404
Q7969143	
Q796919	
Q7969190	51.037,-2.0888
Q7969192	51.0363247,-2.0888994
Q7969196	
Q7969197	
Q79692	
Q7969215	
Q7969431	
Q7969496	51.6073,0.293
Q79696253	
Q7969661	
Q7969697	
Q7969715	
Q7969738	
Q7969782	41.5361,-81.5685
Q7969801	
Q796988	
Q79699511	
Q797	64,-150
Q7970020	
Q79700418	
Q7970172	
Q7970174	
Q7970210	
Q7970362	
Q7970371	
Q7970459	
Q797061	
Q7970691	
Q7970718	
Q7970727	
Q7970731	53.3871,-2.5959
Q7970742	53.3933,-2.59611
Q797078	40.72922222,-73.99377778
Q7970798	
Q79708	
Q7970837	55.9679,-3.19808
Q797085	51.5215,-0.1389
Q7970865	
Q7970877	50.8532,-1.30101
Q7971051	53.7501,-2.8933
Q7971109	
Q7971138	
Q7971178	-31.8373166,115.7969029
Q7971186	
Q7971204	
Q7971213	
Q7971218	
Q7971373	54.4667,-3.25
Q7971387	35.709,139.719
Q797147	9.5533305555556,-79.6558
Q7971587	40.3,-74.8734
Q7971671	44.99055555555556,-93.28083333333333
Q7971681	
Q7971736	
Q79718	32.431506,-85.706781
Q7971807	
Q7971816	
Q7971822	
Q79719	
Q797214	
Q7972229	
Q7972240	47.488,-117.587
Q7972639	52.4969,-1.8419
Q7972792	
Q7973	
Q7973025	36.3425,-82.4225
Q7973093	
Q7973182	
Q7973202	50.665,-1.525
Q7973232	
Q7973286	51.804,-1.262
Q79733	35.208333333333,-114.025
Q79734	
Q7973589	
Q7973769	
Q7974046	
Q7974112	50.9377,-4.1808
Q7974115	
Q7974116	
Q7974143	
Q7974187	53.475833333333334,-3.0305555555555554
Q797422	12.266666666667,-2.0666666666667
Q7974276	51.5018,-0.1091
Q79743	34.820277777778,-87.662777777778
Q7974342	51.4857,-0.2987
Q7974366	
Q7974372	51.4213,-1.35254
Q797440	
Q7974428	
Q7974438	55.661,-4.408
Q7974439	54.998333333333335,-7.293055555555555
Q7974449	51.2232,-3.7994
Q7974454	
Q7974465	51.755,-1.072
Q7974596	51.655,-0.398
Q7974619	51.655,-0.4143
Q7974626	51.65701,-0.397065
Q7974634	51.6403,-0.438889
Q7974646	53.513,-1.341
Q7974650	53.51,-1.3542
Q797466	
Q7974694	
Q7974706	44.04944444,-91.62805556
Q797471	
Q7974739	
Q7974746	
Q797476	
Q7974785	
Q7974798	
Q7974809	
Q797481	34.547,38.274
Q7974830	
Q79749	
Q7974967	37.7672,-122.4
Q7975022	51.2214,-0.628889
Q7975034	51.2178,-0.6321
Q7975058	
Q79751	
Q7975388	
Q7975427	
Q7975478	40.693,-74.205
Q7975513	53.3947,-2.9211
Q7975612	50.0542,19.9353
Q79757	
Q7975728	
Q7975773	
Q79759	
Q7976	
Q797607	
Q797609	
Q797615	
Q7976197	
Q79762	
Q7976315	
Q7976339	
Q7976387	
Q7976390	
Q797647	
Q7976514	
Q797679	
Q7976913	
Q7977434	
Q7977636	
Q797765	
Q797782	51.416666666667,0.56666666666667
Q7977894	
Q7978009	
Q797809	
Q7978115	
Q7978137	54.716,-1.925
Q7978158	54.904,-1.381
Q7978181	53.483,-2.293
Q79782	
Q79782487	
Q7978370	51.62,-3.938
Q7978376	53.262,-2.577
Q7978384	
Q797841	
Q797846	52.2286,0.083939
Q797848	
Q79785	
Q7978592	
Q7978763	
Q797885	
Q7978865	39.9033,-84.9453
Q7978877	
Q7978898	
Q79789	
Q797892	52.203635,0.123663
Q797897	52.21447,0.10489
Q7979	
Q797906	
Q79791	
Q7979113	
Q7979114	
Q79791383	
Q7979190	53.0448,-2.19736
Q79792115	
Q7979279	
Q79793	
Q7979345	53.7861,-0.5821
Q7979350	
Q797939	
Q79794	
Q797944	
Q7979495	
Q79797	
Q797971	
Q797972	
Q797984	
Q797992	
Q7980271	38.5812,-121.502
Q79803	
Q798038	51.33865,12.37226
Q79804	57.053333333333,-135.33472222222
Q7980447	
Q7980507	53.261,-1.168
Q7980511	51.5175,-0.14938
Q798054	
Q7980545	
Q7980579	52.2085,-1.6963
	52.2086,-1.69607
Q798062	
Q7980778	
Q79808	44.173333333333,28.638333333333
Q7980875	
Q7980974	52.16805611111111,-1.7838888888888889
Q7980975	51.456,-1.412
Q7981018	
Q7981095	
Q7981188	
Q7981189	51.5101,-0.0665
Q7981191	51.5258,-0.13385
Q7981192	51.5257,-0.1349
	51.525896,-0.133943
Q7981199	52.083333333333,0.18333333333333
Q7981224	
Q7981286	52.2976,-0.6873
Q7981290	53.0989,-0.533291
Q7981331	50.9585,-3.28251
Q798137	
Q7981418	51.5325,-0.1726
Q7981425	-41.224,174.8842
Q7981473	53.4038,-2.9706
Q79815	47.748611111111,7.3391666666667
Q7981546	
Q7981549	
Q7981590	50.976011111111,-1.55745
Q79817105	
Q7981727	
Q7981810	52.1973,0.7745
Q7981838	
Q7981882	
Q7981903	
Q7981954	51.486388888889,-3.1802777777778
Q7981975	
Q7981982	
Q798199	
Q79819908	
Q7982015	
Q7982052	-31.994,115.956
Q79821524	
Q7982607	
Q7982645	
Q7982725	
Q7982810	
Q7982847	50.5448,-4.7044
Q7982869	52.3308,1.55761
Q7982889	
Q7982900	
Q7982990	-29.9167,31
Q7983010	53.5243,-1.5188
Q7983040	53.4742407,-1.4047062
Q7983059	51.45,-3.27
Q7983100	52.437,-1.97
Q798320	
Q79832245	
Q7983225	
Q79833	
Q7983540	
Q7983543	53.5355,-2.13203
Q7983559	
Q7983583	
Q7983588	52.619055555556,-0.27447222222222
Q79838	
Q798382	23.25,69.67
Q7983887	53.3762,-1.4957
Q7983893	53.2796,-6.24193
Q7983952	
Q7983999	
Q798416	42.349277777778,-71.074777777778
Q79842	35.199166666667,-111.63111111111
Q7984204	
Q798422	29.5961,75.0176
Q7984253	
Q7984317	
Q798434	51.558083,-0.282972
Q7984399	
Q798445	36.819111,10.306377
Q7984596	52.5166,-1.99476
Q7984702	41.6806,-69.9875
Q7984707	
Q7984709	
Q7984747	50.7151,-1.88135
Q79848	50.906944,-1.404722
Q7984812	
Q7984828	
Q798487	
Q7984879	
Q7984930	50.9062,-0.7757
Q7984951	53.4338,-2.907
Q7984978	
Q7984991	51.5043,-0.4646
Q7985	
Q798506	
Q7985089	32.778889,-96.805833
Q7985112	
Q7985314	54.6889,-1.22498
Q7985316	54.685024,-1.214361
Q7985342	
Q79854	
Q798542	
Q79856	65.2572,-166.354
Q7985640	56.0049,-4.73582
Q79857	37.871388888889,32.484722222222
Q7985702	
Q7985710	36.1345,-115.289
Q7985755	-33.7888,151.153
Q7985792	51.5064,-0.3516
Q7985893	
Q79859	
Q7985921	
Q7985927	
Q7985936	
Q7985948	52.48361111111111,-1.8972222222222221
Q79860	34.713611111111,-86.586111111111
Q7986029	55.02,-1.58
Q79861	19.168611111111,-101.89972222222
Q7986192	53.663,-2.431
Q7986326	52.7933,0.77447
Q7986331	53.669328,-8.9570134
Q7986356	
Q7986432	16.983333333333,112.21666666667
Q7986550	
Q7986571	51.4953,-0.105556
Q7986581	54.872,-1.684
Q7986616	
Q79867	33.524755,-86.81274
Q798670	
Q7986787	54.709,-1.236
Q79868	
Q7987	
Q7987042	53.7982,-1.53428
Q7987043	
Q7987044	
Q7987046	
Q7987066	
Q7987082	
Q79871	
Q7987140	51.516,-0.197
Q7987159	51.3845,1.363
Q79872	
Q798728	
Q7987281	
Q7987282	
Q7987283	
Q7987385	
Q79875	30.727669444444,-88.052672222222
Q7987516	
Q7987596	
Q7987599	51.525,-0.271
Q79876	
Q7987681	-33.925,18.4178
Q7987685	
Q7987726	
Q7987773	
Q7987822	51.5208,-0.1635
Q7987866	
Q7987867	55.9621,-3.23495
Q798792	51.3129,9.41057
Q7988	76,125
Q798800	47.966944444444,16.214444444444
Q7988022	
Q798808	
Q7988083	
Q7988094	
Q7988096	
Q7988152	41.05,-79.05
Q7988190	
Q7988225	
Q798827	
Q79883	26.566666666667,56.25
Q7988307	
Q7988336	33.88,-117.89
Q798838	
Q7988442	
Q7988576	
Q79886253	
Q798868	
Q7988747	47.459,-122.258
Q7988809	51.2814,1.07583
Q7988903	52.2825,1.00417
	52.28238148,1.005707575
Q7988910	51.2545,-0.3331
Q7988935	
Q7988937	
Q7988948	
Q7988952	
Q79890	
Q798903	51.555556,-0.279722
Q798906	54.6648,-2.7548
Q7989130	51.4984,-0.10819
Q7989145	
Q7989150	38.8483,-91.956
Q7989159	51.4682,-0.21
Q7989161	
Q7989168	51.5,-0.1291
Q7989198	
Q79892	38.521666666667,-89.995277777778
Q7989209	51.4973,-0.1287
Q7989225	51.4986,-0.14091
Q7989284	
Q7989298	53.3457,-6.25911
Q7989308	54.3064,-2.7323
Q79893326	
Q7989337	54.9869,-1.42194
Q7989344	51.5174,-0.120111
Q7989349	
Q79893909	
Q79894	
Q7989469	53.3817,-1.49212
Q7989470	
Q7989501	
Q7989503	
Q7989541	-33.86579305555556,151.2041411111111
Q7989618	
Q79897	
Q798972	
Q7989800	
Q7989817	51.515555555556,-0.22083333333333
Q7989835	
Q7989848	52.585277777778,-0.27
Q798993	
Q799000	
Q7990085	53.9339,-1.36444
Q7990262	51.532,-0.576
Q7990292	52.9328,1.1499
Q7990377	
Q79904	
Q7990439	
Q7990577	53.45,-2.253
Q7990637	52.8002,-0.036984
Q7990670	
Q7990686	51.510830555556,-0.34423888888889
Q7990693	54.0769,-0.68938
Q7990876	
Q7991	
Q7991064	
Q79911	
Q79913	
Q7991374	
Q799143	47.98533,7.82849
Q7991561	
Q7991602	
Q7991610	
Q799168	49.0136,8.40444
Q7991767	
Q7991776	
Q7991789	50.1837,-5.3921
Q7991802	50.1179,-5.3266
Q7992	
Q7992120	
Q7992193	
Q7992324	53.128,-2.37308
Q7992372	32.895,13.280277777778
Q7992390	53.896,-0.9612
Q7992409	
Q7992841	
Q7992866	
Q7993000	
Q79931	34.5400242,-112.4685025
Q7993178	
Q79932	
Q79933109	
Q7993462	
Q7993520	
Q7993566	
Q7993617	
Q7993640	
Q7993660	
Q7993681	
Q7993761	51.5779,0.00197
Q79937641	
Q7994007	52.7406,-0.7622
Q7994091	53.4,-1.32
Q7994098	
Q79941	32.41,-87.02
Q7994115	32.7794,-96.7989
Q7994141	
Q7994159	54.9519,-1.36606
Q7994160	
Q7994162	
Q7994186	54.4877,-0.628
Q7994188	
Q7994256	
Q7994488	
Q7994493	
Q7994545	53.461,-2.284
Q7994606	
Q79946582	
Q79946584	
Q79946587	
Q7994876	
Q7994903	
Q7994906	
Q7994928	
Q7994952	
Q7994968	41.674444444444,-74.828888888889
Q7994985	
Q7995182	53.2,-1.8
Q7995353	
Q7995370	
Q7995379	
Q7995395	
Q7995559	
Q7995631	
Q7995692	
Q7995739	2.2333333333333334,32.9
Q7995782	
Q7995787	51.5183,-0.0633333
Q7995831	53.8515,-0.2188
Q7995847	51.4631,-2.5069
Q7995931	
Q7996007	
Q7996010	
Q7996112	55.8722,-4.33181
Q7996118	51.4407,-0.944806
Q7996145	51.514611111111,-0.18844444444444
Q7996216	36.2658,-86.8308
Q7996226	50.082,-5.699
Q7996485	53.6955,-0.765778
Q79965	52,60
Q7996538	
Q7996621	
Q7996647	52.9603,-2.3051
Q799666	
Q7996782	55.299,-2.746
Q7996799	51.3561,1.02444
Q7996831	
Q7996886	55.95,-2.63333
Q7996890	53.817,-2.658
Q7996904	52.8734,-3.00373
Q7996905	54.1804,-2.62
Q7996913	51.566538,-0.136911
Q7996944	51.4488,-0.3513
Q79969696	
Q7996971	53.4588,-2.23002
Q7996976	53.475,-2.239
Q7996978	
Q7996982	
Q7997	43.251,5.792
Q799703	-10.116666666667,142.15
Q79972	
Q7997331	
Q7997335	
Q79974771	
Q7997521	
Q7997600	
Q79979215	
Q7998	49.332,8.58
Q79980	25.318888888889,83.012777777778
Q79980484	
Q7998220	51.4528,-2.42361
Q7998222	50.8181,-0.54419
Q799824	
Q7998246	
Q79983	
Q79984	
Q799843	-6.4333333333333,38.9
Q7998466	
Q7998668	52.064,-2.722
Q7998670	50.7833,-4.58333
Q7998805	
Q79989457	
Q79990	-43.53088888888889,172.6365
Q799914	
Q7999176	
Q79992059	
Q799929	
Q79993503	
Q79993533	
Q7999503	53.5461,-2.6284
Q7999504	
Q7999505	
Q7999544	
Q7999584	52.7,0.36
Q7999662	52.5834,-2.1944
Q7999677	51.5158,-0.151111
Q80	
Q800	10,-84
Q80000	33.275187,-86.353166
Q80001649	
Q8000166	
Q80002186	
Q800023	
Q8000237	
Q80003726	
Q80005	
Q8000500	
Q80006	
Q8000637	
Q8000660	
Q80007214	
Q8000737	
Q8000870	
Q8000914	
Q800093	
Q80011	35.605,140.12333333333
Q80012	34.22844444444444,-92.00319444444445
Q800122	17.343333333333,96.498055555556
Q8001295	
Q8001498	
Q80015	
Q80015380	
Q80015406	
Q800157	
Q80016444	
Q8001759	
Q80018	32.496111111111,-114.76833333333
Q8001804	
Q8001859	
Q8001872	
Q8001881	
Q8001884	
Q8001896	
Q80019	
Q8002	
Q8002161	
Q8002219	
Q8002371	
Q8002374	
Q8002491	
Q8002510	
Q800254	
Q80025817	
Q80026	
Q80026088	
Q80026278	
Q80026337	
Q80026390	
Q8002689	
Q800279	
Q8002794	
Q8002796	
Q8002816	
Q8002825	
Q8002855	
Q8002863	
Q8002871	
Q8002888	
Q8002979	
Q8002986	
Q8003	
Q8003024	
Q80030568	
Q80031078	
Q8003118	
Q8003129	
Q8003147	
Q800342	
Q8003454	
Q8003555	
Q8003620	
Q8003692	52.729,-1.497
Q80038	
Q8003874	
Q8003941	
Q8004	
Q800401	50.51425,-3.7543611111111
Q800406	51.143333333333,0.875
Q8004075	
Q8004113	
Q800412	35.103333333333,139.07777777778
Q8004131	
Q8004149	
Q8004164	
Q8004169	
Q80042	
Q8004210	
Q8004235	
Q8004241	
Q8004243	
Q8004294	
Q8004299	
Q8004325	
Q8004348	
Q8004445	
Q800451	51.5393,0.0817
Q8004531	
Q8004536	
Q8004568	
Q8004576	
Q80046	
Q8004630	
Q8004657	
Q8004674	
Q8004691	
Q8004715	
Q8004725	
Q80048	
Q8004823	
Q8004910	
Q8004921	
Q8004948	
Q8004950	
Q8004999	
Q8005014	
Q8005081	
Q8005115	
Q8005156	
Q8005157	
Q8005164	
Q8005208	
Q8005269	
Q8005298	
Q80053	38.083333333333,46.283333333333
Q800533	52.478288,-1.891002
Q8005333	
Q8005357	
Q8005366	
Q8005373	
Q8005392	
Q800541	51.586944,-0.041389
Q8005417	
Q8005434	
Q8005455	
Q8005480	
Q8005486	
Q8005523	
Q8005538	
Q8005564	
Q8005566	
Q8005594	
Q80056	
Q8005605	
Q80056392	
Q80056402	
Q800572	51.518888888889,-0.083333333333333
Q800573	50.828956,-0.141101
Q800574	51.5136,-2.5427
Q8005742	
Q800579	51.449,-2.58
Q8005829	
Q8005911	
Q8005916	
Q8005950	
Q8005965	
Q8005972	
Q8005973	
Q8005977	
Q8006	
Q8006030	
Q8006035	53.41,-2.98
Q80061	
Q8006122	
Q8006124	
Q8006128	
Q8006135	
Q8006145	
Q800615	51.511389,-0.090556
Q8006180	
Q8006224	
Q8006227	
Q8006246	
Q8006250	
Q800630	51.5163,-0.1037
Q8006321	
Q8006436	
Q8006455	
Q80065	30.764722222222,-88.083611111111
Q8006530	
Q80066	
Q8006633	
Q8006664	
Q8006705	
Q8006726	
Q8006728	
Q8006751	
Q8006874	
Q8006875	
Q8006878	
Q8006883	
Q8006904	
Q8006910	
Q8006913	
Q8006916	
Q8006929	
Q8006977	
Q800699	51.3752,-0.0923
Q8007	
Q800700	50.76943,0.281117
Q8007000	
Q8007001	
Q800703	51.443038888889,0.32088333333333
Q800705	51.514722,-0.301389
Q8007058	
Q8007060	
Q800709	55.945627931791,-3.21831565616964
Q8007099	
Q80071	
Q8007128	
Q8007132	
Q8007142	
Q8007143	
Q8007156	
Q800716	55.952088888889,-3.1892611111111
Q8007166	
Q8007204	
Q8007215	
Q8007218	
Q8007240	
Q8007280	
Q8007288	
Q8007294	
Q80073115	
Q8007324	
Q8007328	
Q8007335	
Q8007343	
Q8007363	
