Column1	coordinatelocation
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567057	50.5471,-4.1442
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567079	50.827,-0.778
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567087	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567153	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567157	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756716	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567372	50.8865,-1.772
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567374	55.006,-1.608
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567400	51.5431,-0.04743
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567409	51.258,-1.112
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567474	51.394,-0.75
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567511	53.6,-0.5
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567519	54.9041,-1.44784
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567538	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756769	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567809	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567851	51.431951,-0.102987
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567852	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567868	52.7357,0.3934
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567894	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567952	52.1,-0.8
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567974	51.5136,-0.147778
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7567980	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568136	50.7783,-1.0761
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756816	43.714715,4.776315
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756817	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756819	51.5114,-0.119
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568195	54.87,-1.58
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756820	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568202	53.621,-1.741
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568228	53.7955,-3.0593
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756824	37.975616666667,23.721391666667
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756830	53.28,-3.82556
	53.279938,-3.8258523
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568353	51.5574,-0.39304
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568393	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568410	10.977777777778,92.221666666667
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568416	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568435	53.791,-3.058
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568533	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568536	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756861	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568653	51.4566,-0.190565
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568688	54.84,-2.474
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75687	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568723	22.600555555556,113.99472222222
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568758	42.7089,-78.5781
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568766	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568773	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568774	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568798	-32.9569,151.694
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756882	37.8814,25.6519
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7568915	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569001	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569003	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569004	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569005	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569007	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569049	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756905	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569073	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756910	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569100	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569107	50.9085,-1.4065
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569115	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756914	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569155	51.5197,-0.122222
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569158	51.511,-0.1221
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569159	50.8978,-1.39639
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569186	50.8996,-1.4068
