Column 1	coordinate location
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537378	48.87276833333333,2.2978513888888887
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153739	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537445	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15374467	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153746	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537493	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537534	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153759	50.725,7.0727777777778
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537591	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537618	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537630	50.870902777778,-0.74140555555556
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537653	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537698	29.7591,-95.3677
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537712	50.048055555556,-5.1819444444444
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15377163	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153779	50.966666666667,7.0166666666667
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537820	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537825	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15378591	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15378682	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15378739	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15378913	51.498405,-0.180088
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15379063	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15379291	51.5004,-0.149778
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153793	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537946	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153795	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537962	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537972	52.1575,4.487778
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537993	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1537996	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538	18.519574,73.855287
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538005	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538017	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153803	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538061	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538073	53.84399482,-1.12961769
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153809	47,11
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538124	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153813	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538148	57.7021724021048,-3.37126242752107
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153815	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538163	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538219	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q153826	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538285	53.3429,-6.3
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15383322	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538336	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q15383394	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q1538341	
